nombre	domicilio	departamento	localidad	codpos	cuidad	referente	tel	com_gestion	com_gestion_firmante	fecha_comp_ges	fecha_fin_comp_ges	com_gestion_pago_indirecto	tercero_admin	tercero_admin_firmante	fecha_tercero_admin	fecha_fin_tercero_admin	cuie	usuario	fecha_modificacion	dni_firmante_actual	com_gestion_firmante_actual	n_2008	n_2009	id_nomenclador_detalle	id_zona_sani	mail	padre
POSTA SANIT. VIRGEN MARÍA (COLONIA FLORA)	COLONIA FLORA	098	080	3328	JARDIN AMERICA	ALBERTO ALFONSO		VERDADERO 	ALBERTO ALFONSO	2007-04-26	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N10483				ALBERTO ALFONSO			10	8	                                        	
COMUNIDAD GUARANI		049	010	s/n	CMTE GUACURARY			FALSO     				FALSO     					N10485							10	11	                                        	
APS ESPERANZA	ESPERANZA	063	010	3378	PUERTO ESPERANZA			FALSO     				FALSO     					N10486							10	10	                                        	
DPTO. SALUD MUNICIPAL SAN PEDRO	SAN PEDRO	112	040	3364	SAN PEDRO			FALSO     				FALSO     					N10487							10	11	                                        	
P.S. ABORIGEN CANDELARIA		021	020	3308	CANDELARIA			FALSO     				FALSO     					N10488							10	8	                                        	
P.S. ABORIGEN CONCEPCION		035	020	3355	CONCEPCION DE LA SIERRA			FALSO     				FALSO     					N10489							10	7	                                        	
P.S. ABORIGEN J. AMERICA		098	080	3328	JARDIN AMERICA			FALSO     				FALSO     					N10490							10	8	                                        	
P.S. ABORIGEN GARUHAPE	GARUHAPÉ	077	030	3334	GARUHAPE	DR. SERGIO LÓPEZ ATRIO		FALSO     				FALSO     					N10491							10	8	                                        	
P.S. ABORIGEN CAPIOVI	CAPIOVÍ	077	070	3334	RUIZ DE MONTOYA	DR. SERGIO LÓPEZ ATRIO		FALSO     				FALSO     					N10492							10	8	                                        	
P.S. ABORIGEN GDOR. ROCA		098	050	3324	GOBERNADOR ROCA			FALSO     				FALSO     					N10493							10	8	                                        	
P.S. ABORIGEN SAN IGNACIO		098	110	3322	SAN IGNACIO			FALSO     				FALSO     					N10494							10	8	                                        	
CAPS  ESPERANZA KM 1	SGDO CORAZON DE JESUS Y ESQUINA RUPERTO  ALCHURRUT	063	010	3378	PUERTO ESPERANZA	LILIAN KISIEL	                         	FALSO     				FALSO     					N10499							10	10	                                        	
CAPS CAFETTI	ARROYO ELENA	042	020	3380	ELDORADO	ROSA KREMR	03751-426531             	VERDADERO 	ROSA KREMR	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTÍNEZ	2008-03-26	2009-12-31	N10769				ROSA KREMR			10	10	                                        	
CAPS MARIA SOLEDAD	MARÍA SOLEDAD	049	020	3366	BERNARDO DE YRIGOYEN	DR. RUBÉN MENDOZA		VERDADERO 		2009-11-23	2011-12-31	FALSO     					N10789							10	11	                                        	
CAPS 9 DE JULIO KILÓMETRO 28	9 DE JULIO KM 28	042	040	3380	9 DE JULIO	DR. JULIO VÍCTOR GALARZA	                         	FALSO     				FALSO     					N10853							10	10	                                        	
CAPS ZIEGLER	CALLE COMECHINGONES S/N	042	020	3380	ELDORADO	MARCELA BEATRÍZ BOBATTO	                         	VERDADERO 	MARCELA BEATRÍZ BOBATTO	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N11181				MARCELA BEATRÍZ BOBATTO			10	10	                                        	
CAPS ELDORADO III - KM 10	AYOHUMAY MBORORÉ	042	020	3380	ELDORADO	MÓNICA ELENA BRIZUELA	03751-426534             	VERDADERO 	MÓNICA ELENA BRIZUELA	2005-01-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N11182				MÓNICA ELENA BRIZUELA			10	10	                                        	
CAPS Bº NUEVO		084	050	3381	PUERTO PIRAY			FALSO     				FALSO     					N12119							10	10		
CAPS I - SAN ANTONIO	LA PRIDA 1050	077	060	3334	PUERTO RICO	FRANCISCO LÓPEZ	03743-422107             	VERDADERO 	FRANCISCO LÓPEZ	2005-09-01	2011-12-31	VERDADERO 	N95727	JOSÉ ANTONIO RANIERI	2008-03-26	2009-12-31	N20000				FRANCISCO LÓPEZ			10	8	                                        	
CAPS SAN PANTALEON	SAN PANTALEÓN	077	060	3334	PUERTO RICO	ANTONIA BOGADO		VERDADERO 	ANTONIA BOGADO	2006-07-01	2011-12-31	VERDADERO 	N95727	JOSÉ ANTONIO RANIERI	2008-03-26	2009-12-31	N20001				ANTONIA BOGADO			10	8	                                        	
CAPS  JUAN  MANUEL  DE ROSAS	BARRIO JUAN MANUEL DE ROSAS	098	080	3328	JARDIN AMERICA	MIRIAM CHAVEZ	                         	VERDADERO 	MIRIAM CHAVEZ	2006-07-01	2011-12-31	VERDADERO 	N95737	MIRTA ANGÉLICA RIVERO	2008-12-15	2009-12-31	N20002				MIRIAM CHAVEZ			10	8	                                        	
CAPS 5 - BUEN SAMARITANO / TIMBOCITO	BARRIO TIMBOCITO	098	080	3328	JARDIN AMERICA	DR. VALLENA ADOLFO	                         	VERDADERO 	JAVIER ADOLFO VALLENA	2006-07-01	2011-12-31	VERDADERO 	N95737	MIRTA ANGÉLICA RIVERO	2008-12-15	2009-12-31	N20003				JAVIER ADOLFO VALLENA			10	8	                                        	
CAPS VILLA BONITA / UNION	 AL LADO ESC. ESPECIAL Nº 31 LOTE 15	091	020	3361	CAMPO RAMON	DR. LEIN HUNG KUO	                         	VERDADERO 	DR. LEIN HUNG KUO	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N20004				DR. LEIN HUNG KUO			10	9	                                        	
CAPS SAN JUAN	RUTA PROVINCIAL 8	014	030	3364	2 DE MAYO	EDUARDO SÁNCHEZ	                         	VERDADERO 	EDUARDO SÁNCHEZ	2006-07-01	2011-12-31	VERDADERO 	N05174	JULIA DALILA BUHL	2006-07-01	2009-12-31	N20005				EDUARDO SÁNCHEZ			10	9	                                        	
CAPS BARRIO ITA	BARRIO ITA	084	030	3384	MONTECARLO	ANDREA ROHRMOSER	                         	FALSO     				FALSO     					N20006							10	10	                                        	
CAPS SANTA TERESA KM 20		084	050	3381	PUERTO PIRAY			FALSO     				FALSO     					N20007							10	10	                                        	
CAPS MBOPICUA	MBOPICUA	077	060	3334	PUERTO RICO	FRANCISCO LÓPEZ	                         	VERDADERO 	FRANCISCO LÓPEZ	2006-07-01	2011-12-31	VERDADERO 	N95727	JOSÉ ANTONIO RANIERI	2008-03-26	2009-12-31	N20008				FRANCISCO LÓPEZ			10	8	                                        	
CAPS NUEVA ARGENTINA (EX TIRICA )	NUEVA ARGENTINA	063	040	3376	COLONIA WANDA	MARÍA TERESA ALONSO		FALSO     				FALSO     					N20009							10	10	                                        	
CAPS 8 DE DICIEMBRE	CALLE 1º DE MAYO Y RIO NEGRO - Bº  8 DE DICIEMBR	063	010	3378	PUERTO ESPERANZA	DRA. KISIEL LILIAN	                         	VERDADERO 	DRA. LILIAN KISIEL	2007-09-07	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N20010				DRA. LILIAN KISIEL			10	10	                                        	
CAPS BELLA VISTA	SAN FRANCISCO S/N	091	080	3360	OBERA	DR. VARAS JORGE OMAR		VERDADERO 	VARAS JORGE OMAR	2006-07-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N20011				VARAS JORGE OMAR			10	9	                                        	
CAPS N° 32 - ITAEMBÉ MINÍ	AV. 147 Y AV. 170	028	030	3300	POSADAS	LIDIA SEGOVIA MATTOS	03752 595511             	VERDADERO 	LIDIA SEGOVIA MATTOS	2006-07-01	2011-12-31	VERDADERO 	N95614	STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N20012				LIDIA SEGOVIA MATTOS			10	6	                                        	
CAPS SAN JUAN BAUTISTA	SAN JUAN BAUTISTA	119	060	3363	25 DE MAYO	DRA. MEDINA GRACIELA	                         	VERDADERO 	GRACIELA BEATRIZ MEDINA	2006-07-01	2011-12-31	VERDADERO 	N03154	DRA. MEDINA GRACELA	2006-07-01	2009-12-31	N20014				GRACIELA BEATRIZ MEDINA			10	9	                                        	
CAPS COLONIA ALEGRIA	RUTA NACIONAL 14	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO	                         	VERDADERO 	CRISTIAN CRISTALDO	2007-06-25	2011-12-31	VERDADERO 	N95729	DR. OSCAR HERRERA	2008-10-10	2009-12-31	N20015				CRISTIAN CRISTALDO			10	11	                                        	
CAPS SANTA RITA	SANTA RITA	119	010	3363	ALBA POSSE	DR. NICOLINI JORGE	                         	VERDADERO 	JORGE OSCAR NICOLINI	2005-12-01	2011-12-31	VERDADERO 	N05172	JORGE OSCAR NICOLINI	2006-07-01	2009-12-31	N20016				JORGE OSCAR NICOLINI			10	9	                                        	
CAPS COLONIA BARRERITO	COLONIA BARRERITO	119	010	3363	ALBA POSSE	HÉCTOR PROEZA	                         	VERDADERO 	JORGE OSCAR NICOLINI		2011-12-31	VERDADERO 	N05172	JORGE OSCAR NICOLINI	2006-07-01	2009-12-31	N20017				JORGE OSCAR NICOLINI			10	9	                                        	
ALDEA PINDÓ POTY	ALDEA PINDO POTY	056	010	3364	EL SOBERBIO	ADRIÁN SALDÍAS		VERDADERO 	ADRIÁN SALDÍAS	2006-12-01	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N20018				ADRIÁN SALDÍAS			10	9	                                        	
CAPS BERNARDINO RIVADAVIA	RUTA NACIONAL 14 KM 1243	014	030	3364	2 DE MAYO	EDUARDO SÁNCHEZ	                         	VERDADERO 	EDUARDO SÁNCHEZ	2006-07-01	2011-12-31	VERDADERO 	N05174	JULIA DALILA BUHL	2006-07-01	2009-12-31	N20019				EDUARDO SÁNCHEZ			10	9	                                        	
RED DE TRASLADOS	AV. TIERRA DEL FUEGO Y ROTONDA	028	030	3300	POSADAS	MARTÍN CESINO		VERDADERO 	MARTÍN CESINO	2006-07-01	2011-12-31	FALSO     					N20020				MARTÍN CESINO			10	6	                                        	
CAPS PARAJE TRES MARIAS	PARAJE TRES MARÍAS	049	050	3366	SAN ANTONIO	DR. CÁCERES DANIEL	                         	VERDADERO 	DANIEL OSVALDO CÁCERES	2006-07-01	2011-12-31	VERDADERO 	N03166	DANIEL OSVALDO CÁCERES	2006-07-01	2009-12-31	N20021				DANIEL OSVALDO CÁCERES			10	11	                                        	
IGUAZU CENTRO	PUERTO IGUAZÚ	063	020	3380	ELDORADO	RUPERTO DANIEL MARTÍNEZ		VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N95744	IRENE ADARO	2008-08-06	2009-12-31	N20022				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS COLONIA FLOR	RUTA 15	056	010	3364	EL SOBERBIO	JORGE ALBERTO BÁEZ	                         	VERDADERO 	JORGE ALBERTO BÁEZ	2008-09-03	2011-12-31	VERDADERO 	N95748	SANDRA BESOLD	2008-09-03	2009-12-31	N20023				JORGE ALBERTO BÁEZ			10	11	                                        	
CAPS BARRIO CAMPORA	BARRIO CAMPORA MZ 2 CASA 19	070	070	3315	LEANDRO N ALEM	ROMINA LANA	                         	VERDADERO 	ROMINA LANA	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N20024				ROMINA LANA			10	7	                                        	
CAPS  Nº 2 ANSELMO	Bº ANSELMO	021	020	3308	CANDELARIA	RAQUEL AMIEL	                         	VERDADERO 	RAQUEL AMIEL	2006-07-01	2011-12-31	VERDADERO 	N95727	JOSÉ ANTONIO RANIERI	2008-03-26	2009-12-31	N20026				RAQUEL AMIEL			10	8	                                        	
CIC  KOCH  KM  7	KM. 7 MISIONES Y TIERRA DEL FUEGO	042	020	3380	ELDORADO	SANDRA RODRÍGUEZ	03751-426530             	VERDADERO 	SANDRA RODRÍGUEZ	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N20027				SANDRA RODRÍGUEZ			10	10	                                        	
CAPS PARAJE CAPITAN GIACHINO	PARAJE PEDRO GIACHINO	049	050	3366	SAN ANTONIO	DR. CÁCERES DANIEL	                         	VERDADERO 	DANIEL OSVALDO CÁCERES	2006-07-01	2011-12-31	VERDADERO 	N03166	DANIEL OSVALDO CÁCERES	2006-07-01	2009-12-31	N20028				DANIEL OSVALDO CÁCERES			10	11	                                        	
CAPS 2000 HECTÁREAS	CALLE A PENINSULA - ZONA DE LAS 2000 HA - RURAL	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N95744	IRENE ADARO	2008-08-06	2009-12-31	N20030				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS EVA PERÓN		098	080	3328	JARDIN AMERICA			FALSO     				FALSO     					N20031							10	8	                                        	
PARQUE ODONTOLOGICO	PARQUE ODONTOLÓGICO	028	030	3300	POSADAS	NORMA GARCÍA DE NIVEYRO		VERDADERO 	NORMA GARCÍA DE NIVEYRO	2006-07-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N20032				NORMA GARCÍA DE NIVEYRO			10	6	                                        	
CAPS EL PALOMAR	EL PALOMAR	035	020	3355	CONCEPCION DE LA SIERRA	DANIEL EDUARDO BOGADO	                         	VERDADERO 	DANIEL EDUARDO BOGADO	2006-12-01	2011-12-31	VERDADERO 	N95727	JOSÉ ANTONIO RANIERI	2008-03-26	2009-12-31	N20033				DANIEL EDUARDO BOGADO			10	7	                                        	
CAPS SANTA RITA	SANTA RITA	035	020	3355	CONCEPCION DE LA SIERRA	DANIEL EDUARDO BOGADO	                         	VERDADERO 	DANIEL EDUARDO BOGADO	2006-12-01	2011-12-31	VERDADERO 	N95727	JOSÉ ANTONIO RANIERI	2008-03-26	2009-12-31	N20034				DANIEL EDUARDO BOGADO			10	7	                                        	
CAPS RESINGUERO	RESINGUERO	105	010	3361	FLORENTINO AMHEGUINO	GUSTAVO ALVAREZ	                         	VERDADERO 	GUSTAVO ALVAREZ	2006-09-01	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N20035				GUSTAVO ALVAREZ			10	9	                                        	
CAPS MONTE HERMOSO 2	LOTE 121 RUTA COSTERA	007	020	3351	AZARA	DR. YACOVICH, HUMBERTO ANDRES	                         	FALSO     				FALSO     					N20036							10	7	                                        	
CAPS SAN AGUSTIN	Bº SAN AGUSTÍN	098	110	3322	SAN IGNACIO	DR. RICARDO BARISSI	                         	VERDADERO 	RICARDO ALBERTO BARISSI	2006-12-28	2011-12-31	VERDADERO 	N95727	JOSÉ ANTONIO RANIERI	2008-03-26	2009-12-31	N20037				RICARDO ALBERTO BARISSI			10	8	                                        	
CIC CAPIOVI	MARTÍN FIERRO 250	077	010	3332	CAPIOVI	ROSA AMANDA VÁZQUEZ	03743-493033             	VERDADERO 	ROSA AMANDA VÁZQUEZ	2008-05-15	2011-12-31	FALSO     	N95727	JOSÉ ANTONIO RANIERI	2008-03-26	2009-12-31	N20038				ROSA AMANDA VÁZQUEZ			10	8	                                        	
CAPS Bº HERMOSO	Bº HERMOSO	007	020	3351	AZARA	CARMEN KRUK		FALSO     				FALSO     					N20039							10	7	                                        	
BANCO DE SANGRE	AV. LÓPEZ TORRES 1177	028	030	3300	POSADAS	DR. RICHARD MALÁN	03752 447102             	VERDADERO 	RICHARD MALAN	2007-05-14	2011-12-31	FALSO     					N20040				RICHARD MALAN			10	6	                                        	
CIC OBERA	SALTO 2 HERMANAS Y SALTO ESTRECHO	091	080	3360	OBERA	CARLOS DAVID SEGOVIA	                         	FALSO     	CARLOS DAVID SEGOVIA	2007-06-04	2011-12-31	VERDADERO 	N95728	HÉCTOR PROEZA	2008-03-26	2009-12-31	N20041				CARLOS DAVID SEGOVIA			10	9	                                        	
COLONIA CHAFARIZ		056	030	3364	SAN VICENTE			FALSO     		2006-07-01	2008-12-31	FALSO     					N20043							10	11	                                        	
CAPS SALTO ENCANTADO 2	SALTO ENCANTADO	014	010	3364	ARISTOBULO DEL VALLE	DRA. MÓNICA CASCO	                         	FALSO     				FALSO     					N20044							10	9	                                        	
FRACRAN - KM 1311	RUTA NACIONAL 14 KM 1067	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO	                         	VERDADERO 	CRISTIAN CRISTALDO	2007-06-25	2011-12-31	VERDADERO 	N95729	DR. OSCAR HERRERA	2008-10-10	2009-12-31	N20045				CRISTIAN CRISTALDO			10	11	                                        	
CAPS PIRAY KM. 18	KM. 18	084	050	3381	PUERTO PIRAY	DR. JULIO VÍCTOR GALARZA		FALSO     				FALSO     					N20046							10	10	                                        	
FRACRAN - KM 1308	A 5 KM RUTA NACIONAL 14 KM 1063	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO	                         	VERDADERO 	CRISTIAN CRISTALDO	2008-10-10	2011-12-31	VERDADERO 	N95729	DR. OSCAR HERRERA	2008-10-10	2009-12-31	N20047				CRISTIAN CRISTALDO			10	11	                                        	
CAPS LOMAS DE SAN ISIDRO	Bº SAN ISIDRO	028	030	3300	POSADAS	DRA. LIDIA SEGOVIA MATTOS		VERDADERO 	CARMEN CELINA CABRERA	2008-12-17	2011-12-31	VERDADERO 	N95614	DRA STELLA MARIS MUÑOZ DE CRIBB	2007-12-17	2009-12-31	N20048				CARMEN CELINA CABRERA			10	6	                                        	
CENTRO INTEGRADOR COMUNITARIO LEANDRO N. ALEM (CIC)	L.N.ALEM	070	070	3315	LEANDRO N ALEM	DRA. GRACIELA MIRIM KRIEGER		VERDADERO 	DRA. GARCIELA MIRIM KRIEGER	2007-07-10	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N20049				DRA. GARCIELA MIRIM KRIEGER			10	7	                                        	
CAPS ALEGRE	RUTA 12 ACCESO CAMINO VECINAL Bº ALEGRE	063	010	3378	PUERTO ESPERANZA	LIC. LILIAN KISIEL	                         	VERDADERO 	DRA. KISIEL LILIAN	2007-09-07	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N20050				DRA. KISIEL LILIAN			10	10	                                        	
CAPS PRIMAVERA	AV. LOS TRABAJADORES Y AV. REPUBLICA ARGENTINA	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2007-08-31	2011-12-31	VERDADERO 		SERGIO ANTONIO ROPKE	2008-12-15	2009-12-31	N20052				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS VILLA NUEVA	AV. 25 DE MAYO S/N Y AV. RIO PARAN+Í	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2007-08-31	2011-12-31	VERDADERO 		SERGIO ANTONIO ROPKE	2008-12-15	2009-12-31	N20053				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS SAN BENITO	CALLE 135 ENTRE 108 Y 110	028	030	3300	POSADAS	CARINA ANDREA MENDOZA	03752                    	VERDADERO 	CARINA ANDREA MENDOZA	2008-12-17	2011-12-31	VERDADERO 	N95614	DRA STELLA MARIS MUÑOZ DE CRIBB	2007-12-17	2009-12-31	N20054				CARINA ANDREA MENDOZA			10	6	                                        	
CAPS PARAJE TAMANDUÁ	PJE  TAMANDUÁ	119	060	3363	25 DE MAYO	DRA. MEDINA GRACIELA	                         	VERDADERO 	DRA. MEDINA GRACIELA	2007-09-24	2011-12-31	VERDADERO 	N03154	DRA. GRACIELA MEDINA	2006-07-01	2009-12-31	N20055				DRA. MEDINA GRACIELA			10	9	                                        	
APOYO NUTRICIONAL FAMILIAS CARENCIADAS		028	030	3300	POSADAS			FALSO     				FALSO     					N30000							10	6	                                        	
REHABILITACION NUTRICIONAL NIÑOS EL REFUGIO		028	030	3300	POSADAS			FALSO     				FALSO     					N30001							10	6	                                        	
CENTRO INTEGRADO DE SALUD FAMILIA CURA		028	010	3304	GARUPA			FALSO     				FALSO     					N30002							10	6	                                        	
PROGRAMA SALUD REPRODUCTIVA	HOSP. MADARIAGA - PABELLÓN 5º	028	030	3300	POSADAS	DRA. GRAZIELA PUENTES	(03752) 447751           	FALSO     				FALSO     					N30003							10	6	                                        	
PROGRAMA CONTROL DE TUBERCULOSIS	JUNÍN Y TUCUMÁN - 1ER PISO	028	030	3300	POSADAS	DR. ESTEVEZ		FALSO     				FALSO     					N30004							10	6	                                        	
PROGRAMA SIDA	HOSP. MADARIAGA - PABELLÓN 5º	028	030	3300	POSADAS	DRA. GRAZIELA PUENTES	(03752) 447751           	FALSO     				FALSO     					N30005							10	6	                                        	
PROGRAMA ANAHI	JUNÍN Y TUCUMÁN	028	030	3300	POSADAS			FALSO     				FALSO     					N30006							10	6	                                        	
DIRECCION ASUNTOS GUARANIES	LA RIOJA E/ JUNÍN Y SAN LUIS	028	030	3300	POSADAS	R. VERÓN		FALSO     				FALSO     					N30007							10	6	                                        	
SUBSECRETARIA DE SALUD	JUNÍN Y TUCUMÁN	028	030	3300	POSADAS	DR. CARLOS BAEZ		FALSO     				FALSO     					N30008							10	6	                                        	
COM ABORÍGEN ITA POTY		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N30009							10	8	                                        	
COM ABORÍGEN LEONY POTY		098	080	3328	JARDIN AMERICA			FALSO     				FALSO     					N30010							10	8	                                        	
COM ABORÍGEN TEKOA GUARANI	COMUNIDAD A. TEKOA GUARANÍ	077	030	3334	GARUHAPE	DORA M. RÍOS DE SALDÍAS		FALSO     				FALSO     					N30011							10	8	                                        	
COM ABORÍGEN ÑAMANDU		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N30012							10	8	                                        	
COM ABORÍGEN KAAGUY POTY	COMUNIDAD KAAGUY POTY	014	010	3364	ARISTOBULO DEL VALLE	ADRIÁN SALDÍAS		VERDADERO 	ADRIÁN SALDÍAS	2008-02-14	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N30013				ADRIÁN SALDÍAS			10	8	                                        	
COM ABORÍGEN SATA ANA MIRI		021	080	3316	SANTA ANA			FALSO     				FALSO     					N30014							10	8	                                        	
COM ABORÍGEN GUA PORA YTY		098	080	3328	JARDIN AMERICA			FALSO     				FALSO     					N30015							10	8	                                        	
COM ABORÍGEN Y HOVY		077	070	3334	RUIZ DE MONTOYA			FALSO     				FALSO     					N30016							10	8	                                        	
COM ABORÍGEN SATA ANA POTY		021	080	3316	SANTA ANA			FALSO     				FALSO     					N30017							10	8	                                        	
COM ABORÍGEN TACUAPY	RUIZ DE MONTOYA	077	070	3334	RUIZ DE MONTOYA	ADRIÁN SALDÍAS		VERDADERO 	ADRIÁN SALDÍAS	2007-10-26	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N30018				ADRIÁN SALDÍAS			10	8	                                        	
COM ABORÍGEN IBOTY OKARA		021	010	3317	BOMPLAND			FALSO     				FALSO     					N30019							10	7	                                        	
PROGRAMA ASISTENCIA COMUNITARIA ARISTOBULO DEL VALLE	AVDA. LAS AMÉRICAS 843	014	010	3364	ARISTOBULO DEL VALLE	DR. PRETTE		FALSO     				FALSO     					N30020							10	9	                                        	
FUNDACION RETO A LA VIDA	URUGUAY 3468	042	020	3380	ELDORADO			FALSO     				FALSO     					N30021							10	10	                                        	
ALDEA ABORIGEN GUIRAY	GUIRAY	056	030	3364	SAN VICENTE	DORA M. RÍOS DE SALDÍAS		FALSO     				FALSO     					N30022							10	11	                                        	
ALDEA ABORIGEN KURUPAYTY		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N30023							10	11	                                        	
ALDEA ABORIGEN PAI ANTONIO	SAN VICENTE	056	030	3364	SAN VICENTE	DORA M. RÍOS DE SALDÍAS		FALSO     				FALSO     					N30024							10	11	                                        	
ALDEA ABORIGEN REBACK KM 78		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N30025							10	11	                                        	
NORTE PARANA		077	020	3384	EL ALCAZAR			FALSO     				FALSO     					N71001							10	10	                                        	N05177
ARROYO ISLA		084	030	3384	MONTECARLO			FALSO     				FALSO     					N71002							10	10	                                        	N05177
PASARELA NUEVA (PYAJU)		077	030	3384	MONTECARLO			FALSO     				FALSO     					N71003							10	10	                                        	N05177
Y AKA PORA (PASARELA)		077	010	3386	CARAGUATAY			FALSO     				FALSO     					N71004							10	10	                                        	N05177
ELDORADITO		077	010	3386	CARAGUATAY			FALSO     				FALSO     					N71005							10	10	                                        	N05177
ARROYO NUEVE		077	030	3384	MONTECARLO			FALSO     				FALSO     					N71006							10	10	                                        	N05177
YSYRY		042	110	3382	COLONIA DELICIA			FALSO     				FALSO     					N71007							10	10	                                        	N05179
AGUARAY MINI		042	110	3382	COLONIA DELICIA			FALSO     				FALSO     					N71008							10	10	                                        	N05179
NUEVO AMANECER I		063	040	3376	COLONIA WANDA			FALSO     				FALSO     					N71009							10	10	                                        	N05413
NUEVO AMANECER II		063	040	3376	COLONIA WANDA			FALSO     				FALSO     					N71010							10	10	                                        	N05413
GUAYAYVI POTY		063	040	3376	COLONIA WANDA			FALSO     				FALSO     					N71011							10	10	                                        	N05413
GUAPOY		077	020	3374	LIBERTAD			FALSO     				FALSO     					N71012							10	10	                                        	N95764
FORTIN MBORORE		063	030	3384	MONTECARLO			FALSO     				FALSO     					N71013							10	10	                                        	N20022
YRIAPU		063	030	3370	IGUAZU			FALSO     				FALSO     					N71014							10	10	                                        	N20022
SANTIAGO DE LINIERS		042	080	3381	SANTIAGO DE LINIERS			FALSO     				FALSO     					N71015							10	10	                                        	N05393
TEKOA PYAGUAZU		077	030	3384	MONTECARLO			FALSO     				FALSO     					N71016							10	10	                                        	N05177
YGUA PORA		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N71106							10	11	                                        	N03168
CARAMELITO		056	010	3364	EL SOBERBIO			FALSO     				FALSO     					N71107							10	11	                                        	N05363
TARUMA POTY (PTO. ARG.)		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N71108							10	11	                                        	N03168
OCARA PEGUA		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N71109							10	11	                                        	N03168
GUYRAY		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N71110							10	11	                                        	N03168
CHAFARIZ		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N71111							10	11	                                        	N03168
KM. 52 (PINO POTY)		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N71112							10	11	                                        	N03168
PARAJE MANDARINA		056	010	3364	EL SOBERBIO			FALSO     				FALSO     					N71113							10	11	                                        	N05363
YRYAPY		056	010	3364	EL SOBERBIO			FALSO     				FALSO     					N71114							10	11	                                        	N05363
KM. 1281 YUYRAITY		056	010	3364	EL SOBERBIO			FALSO     				FALSO     					N71115							10	11	                                        	N05363
TAKUARUZU (YAVOTY CAVA)		056	010	3364	EL SOBERBIO			FALSO     				FALSO     					N71116							10	11	                                        	N05363
ARAZA POTY		112	040	3364	SAN PEDRO			FALSO     				FALSO     					N71117							10	11	                                        	N05433
TEKOA I MA		056	010	3364	EL SOBERBIO			FALSO     				FALSO     					N71118							10	11	                                        	N05363
KAPII YVATE		112	040	3364	SAN PEDRO			FALSO     				FALSO     					N71119							10	11	                                        	N05433
KAAGUY MIRI (PICADA KM. 87)		056	030	3364	SAN VICENTE			FALSO     				FALSO     					N71120							10	11	                                        	N03168
